日期,淨尖峰供電能力(MW),尖峰負載(MW),備轉容量(MW),備轉容量率(%),工業用電(百萬度),民生用電(百萬度),核一#1(萬瓩),核一#2(萬瓩),核二#1(萬瓩),核二#2(萬瓩),核三#1,核三#2,林口#1,林口#2,林口#3,台中#1,台中#2,台中#3,台中#4,台中#5,台中#6,台中#7,台中#8,台中#9,台中#10,興達#1,興達#2,興達#3,興達#4,大林#1,大林#2,和平#1,和平#2,麥寮#1,麥寮#2,麥寮#3,汽電共生,大潭 (#1-#6),通霄 (#1-#6，GT#9),興達 (#1-#5),南部 (#1-#4),大林(#5-#6),海湖 (#1-#2),國光 #1,新桃#1,星彰#1,星元#1,嘉惠#1,豐德(#1-#2),協和 (#1-#4),氣渦輪,離島,德基,青山,谷關,天輪,馬鞍,萬大,大觀,鉅工,大觀二,明潭,碧海,立霧,龍澗,卓蘭,水里,其他小水力,風力發電,太陽能發電
20221213,35188,29649,5539,18.68,354.58,240.776,0,0,0,98.3,0,94.2,75.8,76,0,28,0,29,27.6,43.4,28.7,0,0,28.2,28.5,0,0,26.2,0,75.8,76.2,59.5,59.9,0,56.9,52.3,150,410.9,350.7,148.9,93.9,36.4,90.3,49,46.7,49.5,53.4,119.2,99.7,13.9,0,8.5,1.4,3.3,3.7,2.8,1.5,2.5,5.5,1.9,26,59.1,5.8,2,1.9,2.5,0,19.3,107.3,5.2
20221214,34646,29866,4780,16,355.597,241.466,0,0,0,98.3,0,94.4,75.9,76.2,0,32.6,0,33,33,43.5,35.9,0,0,43.1,43.1,0,0,26.2,25.8,75.8,0,59.2,60.1,0,57,57.3,148.3,425.5,358.7,136.4,94.9,52.8,87.8,45.8,46.6,49.7,49.6,119.2,102.6,13.9,0,8.5,3,1.8,2.2,2,0.7,2.5,2.6,0.8,22.3,52.9,4.9,1.9,3.1,3.5,0,22.2,98.3,3.8
20221215,34467,29977,4490,14.98,357.995,243.094,0,0,0,98.4,0,94.3,75.8,76.1,0,39.2,0,40,38.8,41,39.5,0,0,42.2,43,0,0,26.3,26.1,75.8,0,59.6,59.9,0,56.9,52.4,154.6,418.2,363.2,151.1,96.6,41,90.5,47.5,46.5,51.5,52.5,117.6,101.8,13.9,0,8.9,3.1,2.9,2,1.8,0.8,2.5,2.3,0.6,16.4,62.4,5.8,1.8,2.5,1.7,0,22.3,84.8,0
20221216,33969,29690,4279,14.41,359.051,243.812,0,0,0,98.4,0,94.2,75.8,76.1,0,46.6,0,46.9,46.4,48.3,48.6,0,0,0,46.5,0,0,26.3,26.1,75.8,0,59.4,59.9,0,52.1,52.4,158.8,429,347.4,161.2,76.9,50.2,85.6,48,46.6,46.7,47,110.3,94.3,13.9,0,8.2,2.6,1.2,3.4,3.2,1.8,2.5,2.7,0.8,4.1,50.5,3.2,1.8,1.5,0.9,0,21,91.5,43.7
20221217,31689,27241,4448,16.33,332.062,225.485,0,0,0,98.2,0,94.4,76,76.1,0,40.1,0,40.2,39,40.6,40.2,0,0,0,43.1,0,0,26.1,26.2,75.9,0,59.3,60,0,52,52.3,123.2,401,368.5,151.5,77.3,36.4,45.9,49,0,53.8,0,119.2,103.6,13.9,0,8.8,3.1,3.9,2.4,2.1,1.3,4.7,2.3,0.7,0,57.9,5.8,1.9,4,3,0,23.8,74.9,1.8
20221218,30891,27333,3558,13.02,317.924,215.885,0,0,0,98.1,0,94.4,76.1,76.1,0,47.6,0,48,46.9,48.9,48.7,0,0,0,37.8,0,0,26.2,26.1,75.9,0,58.3,58.6,0,57,52.3,120.6,417.3,363.7,120.5,78.1,53.3,45.9,49,0,53.9,0,50.4,104.5,13.9,0,8.8,3.3,2.4,2.8,2.6,1.4,3.6,2.9,1,0,89.3,5.8,2.5,4.9,4.1,0,27.3,86.2,0
20221219,32934,29385,3549,12.08,349.592,237.389,0,0,0,98.4,0,94.4,75.9,76.1,0,47.6,0,47.9,46.8,49.8,49.4,0,0,0,38.2,0,0,26.2,26.2,75.8,0,59.5,60,0,57,52.4,160.6,421.9,366.7,122.8,88.5,52.7,92,49.5,0,53.2,55.1,119.2,105.5,13.9,3.8,8,4.4,4.1,3.3,3.2,2.4,4.5,1.7,0.7,0,69.1,4.8,2.1,4.8,5.6,0,24.7,74.1,0
20221220,32864,29491,3373,11.44,356.27,241.923,0,0,0,98.5,0,94,75.9,76.1,0,50.9,0,51.3,50.6,52.1,52.8,0,0,0,51.3,0,0,26.2,26.2,75.8,0,59.1,60,0,56.9,57.3,156.8,416.9,360,131.9,61.9,78.2,92,48.9,0,52.9,54.6,119.3,105.6,28.7,0,7.8,0.7,1.2,2.3,2.1,0.9,4.5,2.3,0.9,15.5,64.3,4.2,2.1,4.9,4,0,26.8,42.2,0
20221221,33307,29459,3848,13.06,357.437,242.715,0,0,0,98.4,0,93.9,75.9,76.1,0,42.6,0,47,43.1,46.4,46.2,0,0,0,43.3,0,0,26.1,26.1,76,0,59.1,60,0,56.9,57.2,166,421.9,358.7,124.9,88.5,67.3,92,49.5,0,53.4,55.2,119.2,104.9,13.7,0,7.8,3,4.9,2.1,2.1,1,4.5,0.2,0.1,30.1,65.7,3.1,2,3.1,3,0.3,23.3,72.3,0
20221222,33250,29334,3916,13.35,354.255,240.555,0,0,0,98.4,0,94,75.8,75.9,0,47,32.5,47.4,46.7,42.9,53.1,0,0,0,42.9,0,0,26.1,26.3,75.6,0,59.2,59.9,0,51.9,57.2,119.7,419.1,361.9,119.4,68.7,57.5,92,49,0,53.1,54.8,119.3,104.5,23,0,8.6,3,2.3,1.9,1.8,0.8,1.6,1.5,0.6,29.9,58.1,4,2,3,4,0,21.9,91.7,0
20221223,33329,29004,4325,14.92,352.661,239.473,0,0,0,98.4,0,94,75.9,76,0,34,35.9,35.2,36.3,0,38.4,0,0,0,38.3,0,0,26.2,26.2,75.6,0,59.8,59.9,0,51.9,57.3,163.5,416.6,358.4,134,88.4,63.3,92,49.2,0,53.9,56.2,119.4,104.3,13.7,0,8.5,3.1,1.7,1.8,1.8,0.7,3.5,1.3,0.5,30.5,48.6,4.1,1.8,3,4,0,23.7,97.1,0
20221224,30767,26772,3995,14.92,327.868,222.637,0,0,0,98.4,0,94,75.9,76.1,0,37.3,37.1,38.8,38.2,0,0,0,0,0,43.2,0,0,26.1,26.1,76,0,59,59.9,0,56.9,42.5,116.2,393.3,368.3,158.8,72.9,36.4,46.1,44,0,49.9,0,113.9,47.9,13.8,0,8.7,6.3,12.4,2.2,2,1,3.5,2.7,1.1,44.3,103.9,4.1,1.8,4.9,4.1,0,13.1,86.1,0
20221225,31172,26813,4359,16.26,314.607,213.632,0,0,0,98.3,0,94,76,76.1,0,32.2,33.1,33,32.6,0,0,0,0,33.5,33.5,0,0,26.1,26.2,76,0,57.5,57.7,0,57,42.6,114.5,392.4,364.2,152.7,85.2,43.4,46.1,0,0,53.9,56.5,50.4,104.5,13.8,0,9,7.1,10.7,3.2,2.9,1.7,0.5,1.7,0.6,43.1,100.8,4.1,1.8,4,4,0,13.9,85.5,0
20221226,33638,29128,4510,15.48,345.27,234.453,0,0,0,98.3,0,94,75.8,76,0,41.8,39.8,40.7,40.2,0,0,0,0,34.9,35.2,0,0,26.2,26.1,75.9,0,60,60.1,0,56.9,57.2,164.8,425.8,359.3,133.7,69.6,52.9,92,49.5,0,53.4,55.2,119.3,103.8,13.7,0,11,3,2.2,3.1,2.9,1.7,2.5,1.3,0.4,31.4,44.9,0.5,1.8,1.1,2.1,0,16.2,93.5,8.7
20221227,33980,29270,4710,16.09,351.725,238.836,0,0,0,98.3,0,93.9,75.9,75.9,0,32.4,33,33.7,33.2,0,0,0,0,42.5,33.4,0,0,26.3,26.1,75.9,0,60.2,60.1,0,56.9,57.2,167.4,393.8,357.5,170.8,71.8,78.6,92,49.5,0,53.2,55,119.2,104.8,13.7,0,11.5,3.1,0.6,3.1,3,1.6,2.4,1.4,0.5,30.1,63.6,4.1,1.8,4,4,0,18.7,99.1,0
20221228,32718,29019,3699,12.75,350.672,238.121,0,0,0,98.3,0,93.9,75.9,76.2,0,36.9,37.5,38.4,38.1,0,0,0,0,43,43.4,0,0,26.2,26.2,75.8,0,59.9,60,0,52.1,42.5,111.6,406.2,367.2,174.3,88.8,63.1,92,49.5,0,53,54.8,119.2,104.6,13.8,0,11.5,3.9,6.2,1.8,1.8,0.8,2.5,1.5,0.6,31.6,48.9,4.1,1.8,4.9,4.1,0,21.3,104.3,0
20221229,33011,29371,3640,12.39,353.03,239.722,0,0,0,98.3,0,94,75.8,76,0,41.7,51.9,51,51.3,0,0,0,0,47.1,50.3,0,0,26.3,26.2,75.9,0,60.2,60.1,0,52.1,47.7,108.8,383.1,370.3,211.4,88.5,68.1,44.9,49,0,53.1,54.9,119.3,104.3,13.7,0.1,10,1.4,1.3,2.3,2.1,0.8,2.5,1.5,0.6,25.6,60.5,4.1,1.8,3.4,1.8,0,19,102.5,2.7
20221230,33021,28571,4450,15.58,346.258,235.124,0,0,0,98.3,0,93.9,75.9,76.1,0,41.8,47.2,47.7,46.9,0,0,0,0,43.5,42.9,0,0,27.2,25.5,75.9,0,60,60.3,0,52.1,57.3,105,340.9,369.1,197.5,82.7,68.2,40.3,46.1,0,49.4,51.8,119.3,99.9,13.7,0.1,9.2,3.3,3.5,2.2,2,0.9,2.5,1.8,0.5,35.4,51.1,4.1,1.7,3,4,0,21.3,105.8,5.5
20221231,30225,26189,4036,15.41,317.796,215.798,0,0,0,98.3,0,94.1,75.8,76.1,0,42.2,43.4,46.7,45.3,0,0,0,0,37.8,38,0,0,26.2,26.2,75.8,0,41.6,58.6,0,52.1,57.3,69.7,369.9,331.4,209.7,88.7,52,0,47,0,0,52.9,115.9,51.1,13.8,0,9.2,3,2.2,2.1,2,0.9,2.4,1.4,0.4,31,52,4.1,1.6,2,4,0,19.7,102.6,0
20230101,29531,25631,3900,15.21,309.788,241.409,0,0,0,98.3,19.8,94.4,75.8,76,0,47.2,47.8,47.6,46.9,0,0,0,0,42.7,48.1,0,0,26.2,26.1,75.9,0,41.7,57.1,0,52.1,47.5,57.2,379.6,354.3,205.6,80.9,22.2,0,47.7,0,0,48.9,47.9,49.6,18.1,0,9,3.3,3,2.1,2,0.9,2.5,1.8,0.5,34.3,68.9,4.1,1.6,4.9,3.9,0,21,81,0
20230102,30964,26447,4517,17.08,314.262,244.894,0,0,0,98.4,63.5,94.4,75.9,76,0,38.5,39.2,38.6,37.7,0,0,0,0,37.8,42.7,0,0,26.2,26.5,75.8,0,41.6,58.7,0,49.2,47.5,90.1,372.7,366.5,193.1,79.3,22.1,45.9,49,0,20.5,0,50.5,51.2,27.4,0,9.1,3.3,5,2,2,0.9,2.5,2.5,0.6,32.8,64,4.1,1.8,4.8,4,0,23.5,109.1,0
20230103,35088,29487,5601,18.99,349.277,272.181,0,0,0,98.3,94.6,94.3,75.8,76,0,32.1,33.6,34,33.3,33.9,0,0,0,42.7,43.1,0,0,26.2,26.7,75.8,0,60.1,60,0,33.6,57.2,93,370.7,371.5,179.8,70.9,22,88.7,43.7,46.9,45.1,53.1,108.8,89.1,29.6,0.2,9,3,2.2,3.2,3,1.6,4.4,2.3,0.8,29.6,63.9,4.1,2.1,4.9,0,0,22.1,110.2,0
20230104,34920,29617,5303,17.91,357.823,278.841,0,0,0,98.4,95,94.5,75.9,76,0,34.1,35.1,40.2,35.1,37.9,0,0,0,42.7,42.9,0,0,26.1,26.4,75.6,0,60.1,59.9,0,28.4,57.2,85.1,367.8,372.7,183.8,83.1,22.1,92,49,47,53.1,54.9,119.1,104.2,21,0,9.4,6,2.4,3.2,3,1.7,4.4,1.1,0.3,14.7,48.7,4.1,2.1,4.9,0,0,22.4,101,0
20230105,33890,30086,3804,12.64,362.197,282.249,0,0,0,98.4,95,94.3,75.7,75.9,0,41.9,41.9,42.7,41.8,43.9,0,0,0,38.7,38.5,0,0,25.6,26.4,75.8,0,59.9,60,0,28.3,54.2,85,370.9,324.9,177,88.8,53.7,92,49,46.7,53,54.8,119.3,103,22.9,0,9.2,3.4,2.6,3.1,2.4,1.3,2.5,3.9,1.6,32.2,65.8,4.1,1.9,4.8,0,0,22.9,103.4,0
20230106,33688,29398,4290,14.59,359.178,279.896,0,0,0,98.3,95.1,94.2,75.8,76,0,51.6,38.4,39.9,39.6,40.4,37.8,0,0,38.6,0,0,0,26.6,26.6,76,0,60.1,60.1,0,28.4,57.2,82.3,360.2,333.3,181.3,78,29.8,91.4,48,46.6,52.1,0,117.2,101.3,17.8,0,8.4,3.1,2.5,2.2,1.6,0.9,0.2,3.3,1,22.4,46.5,3.4,1.9,0,0,0,16.5,100.5,95.2
20230107,32536,27772,4764,17.16,342.802,267.136,0,0,0,98.5,18.9,94.4,75.9,76.1,0,41.7,42.2,43.1,38.1,43.8,43,0,0,38.6,0,0,0,26.5,26.4,76,0,60.2,60.1,0,0,52.3,107.3,366.9,329.2,182.7,72.1,22,86.5,49,46.9,52.9,0,108.8,102.5,13.7,0,9,3.3,2.9,2.9,1.6,1,2.5,4,1.3,30.1,63,3.4,1.8,4.8,0,0,20.9,92.9,0
20230108,29834,26421,3413,12.92,317.919,247.745,0,0,0,98.4,26.1,94.4,75.9,75.9,0,51.6,52,50.4,51.5,52.1,48.1,0,0,48.1,0,0,0,26.6,26.6,75.9,0,58.1,57.7,0,40.4,52.3,55.1,373.6,328.3,208.6,88.7,53.8,45.9,48.5,0,0,0,50.3,101.3,13.9,0,9.2,5.1,2.9,2.1,1.5,0.9,2.4,1.5,0.4,36,67.4,0,1.8,3.1,0,0,22.9,24.4,0
20230109,33259,29514,3745,12.69,348.879,271.871,0,0,0,98.3,94.9,94.3,75.9,75.9,0,47.1,47.7,44.3,47.2,49.3,48.6,0,0,45.8,0,0,0,26.7,26.3,75.9,0,60,58.3,0,32.9,52.3,86.5,372.3,332.5,222.5,88.7,51.3,85.1,41.3,46.7,47.5,0,115.6,101.2,13.8,0.1,9.3,3.1,2.4,2,1.3,0.7,3.5,2.2,0.6,23,61.9,0,1.8,4,0,0,19.3,61.3,0
20230110,33325,29852,3473,11.63,358.12,279.072,0,0,0,98.4,94.9,94.3,76.2,75.9,0,46.5,52,0,46.7,48.7,47.8,0,0,47.5,47.5,0,0,29.2,28.9,76,0,60.2,59.8,0,42.6,52.3,85.6,372.2,286.1,207.3,80.1,53.7,92,48.6,46.5,52.9,0,116.8,102,16.3,0,9,4.1,5.9,2.1,1.6,0.9,3,2.7,0.7,34.2,57.9,0,1.7,1.1,0,0,21.3,99.1,6.7
20230111,33194,29488,3706,12.57,356.714,277.976,0,0,0,98.2,94.9,94.3,76.5,76.1,0,49.6,52,0,49.2,50.8,47.2,0,0,48.6,49.6,0,0,27.7,28,76,0,60.2,60,0,52.1,52.3,94.1,371.4,290.5,198,73.6,48.2,92,48.2,46.3,53,0,119,102,14.7,0,8.8,3.1,2.2,2.6,1.5,1,0.4,3.1,1.4,15.2,43.5,0,1.7,1,0,0,15,51.7,58.7
20230112,32273,29851,2422,8.11,358.108,279.063,0,0,0,98.1,95,94.4,76.3,75.9,0,46.5,52.4,0,50.7,53.1,47.8,0,0,48.2,50.3,0,0,35.2,34.9,76,0,60.3,60,10.2,52.1,52.4,98,367.6,280.3,200.2,89.1,52.9,92,48.4,46.2,52.9,54.7,50.3,99.8,15.1,0,9.1,0.6,1.9,2.6,2,1.4,4.2,2.2,0.5,16.5,56.4,0,1.7,0,1.8,0,13.9,4.9,104.7
20230113,34040,29842,4198,14.07,357.75,278.783,0,0,0,98.3,95,94.4,75.8,75.9,0,51.7,52.1,0,51.7,50,48,0,0,49.1,51.9,0,0,37.2,34.8,76,0,60,59.9,4.4,52.1,52.3,98.3,366.1,285.4,192.9,87.7,53.9,92,48.1,45.8,50.9,52.7,50.4,98.5,38.1,0,8.8,2.6,2.3,3.1,2.5,1.6,4.2,3.4,0.9,15.1,49.1,4.5,1.7,2.6,1.8,0,15.6,3.7,94.8
20230114,32544,27369,4032,14.73,334.386,260.576,0,0,0,98.3,95,94.4,75.9,76,0,41.8,47.3,0,46.8,43.9,42.9,0,0,42.5,43.2,0,0,26.6,26.8,75.8,0,60,60,57.1,28.4,57.3,68.2,342.4,282.9,206.1,89.1,53.2,46.1,0,0,51.1,52.8,50.4,99.7,40.2,0,9.2,6.6,9.5,5.7,6.1,4.2,0.4,3.8,1.4,32,63.4,4.9,1.7,4,3,0,18.8,8.9,0
20230115,31455,25970,5063,19.5,313.914,244.624,0,0,0,98.3,95.2,94.4,75.8,75.9,0,42.2,42.7,0,42,43,43.1,0,0,37.6,37.9,0,0,26.6,26.6,76,0,52.7,58.2,28.5,28.5,52.4,58.3,342.2,254.7,215.3,76.3,46.4,0,47.4,0,52.2,0,43.8,49.1,27.7,0,8.6,3.1,2.4,2.1,1.4,0.7,0.4,2.9,1.5,31.6,64.4,2.9,1.7,2.5,3.7,0,22.6,117.6,0
20230116,34282,28678,4791,16.71,340.426,265.284,0,0,0,98.3,95.1,94.4,76,29.1,0,41.7,42.3,0,42.1,43.2,43.3,0,0,42.4,43.4,0,0,32.6,32.5,76,0,60.2,60,28.5,28.4,57.2,106.4,341.5,258.3,207.6,75.1,30.6,88.8,49.9,47.1,53.8,48.6,50.1,92.1,33.3,2.6,8.7,3.1,2,2,1.4,0.8,2.1,1.9,1.1,30.7,65.6,2.6,1.7,2,3,0,22.5,115.2,0
20230117,33779,28670,4579,15.97,346.01,269.635,0,0,0,98.3,95,94.4,75.9,0,0,49.9,50.1,0,49.9,48.4,47.9,0,0,45.4,46.6,0,0,32.4,32.5,75.7,0,60.3,60,28.6,28.5,57.3,154.7,315.7,253.5,206.4,78,22.1,85.1,43.2,47,53.6,47.3,40.1,92.3,31.6,0,8.7,3.5,2.8,2.2,1.6,1,3.4,2.8,1.4,31.8,51.8,5.8,1.6,4.8,4,0,23.2,114,0
20230118,34038,28049,5706,20.34,341.924,266.451,0,0,0,98.4,95,94.3,75.9,0,0,31.9,32.9,0,28.5,28.7,28.5,0,0,40,38.8,0,0,31.4,31.7,75.8,0,60.1,60.1,28.6,28.7,57.3,166.5,337.6,255.6,189.5,88.5,22,92,49.2,47.2,53.9,56.1,50.4,104.2,27.6,0.1,9.1,3.1,4.2,1.9,1.9,0.9,4.4,3.9,1.9,30,48.2,2.6,1.6,1,3.2,0,28.3,112.5,0
20230119,37040,25614,6840,26.7,320.549,249.794,0,0,0,98.4,95.1,94.4,76,0,0,24.5,24.9,0,25,24.9,25.1,0,0,33.4,33.3,0,0,26,26.7,76,0,60.2,60,28.6,28.7,54.4,170.2,371.7,287.3,0,70.9,22,41.3,41.1,46.9,46.9,48.3,38.7,91,30.2,0,9.1,3,2.5,2.3,2.1,1,4.4,2.5,1.3,39.7,87.5,5.3,1.5,4.7,3.9,0,27.7,105.7,0
20230120,30074,23754,5936,24.99,289.309,225.449,0,0,0,98.4,95.1,94.5,75.8,0,0,22.2,23.7,0,23.7,24,24,0,0,31.9,33.2,0,0,27.1,27.6,76,0,59.8,60.1,28.6,28.8,54.4,122.1,374.8,290.7,0,75.5,22,45.4,48.7,47,0,46.3,0,44.6,27.9,0,8.9,3.3,4.2,2.3,2.2,1,4.4,2.5,1.3,31.2,62.8,4.8,1.6,4.8,3.1,0,27.2,118,0
20230121,27226,22243,4914,22.09,270.981,211.167,0,0,0,98.4,95.2,94.4,75.8,0,0,23.2,23.9,0,23.9,24.3,25,0,0,32.2,32.8,0,0,26.2,27.1,76,0,57.6,0,28.6,28.7,57.2,67.3,366.5,289.1,12.1,81.3,22,45.9,0,46.6,52.6,0,0,0,27.9,0,8.9,4.1,4.6,3.3,3.1,1.7,4.4,2.1,1.1,41.4,84.7,2.8,1.5,2.2,2.1,0,29,103.6,19.3
20230122,27585,21576,5319,24.65,260.423,202.94,0,0,0,98.4,95.1,94.4,75.9,0,0,22.7,23.3,0,23.7,23.7,24.2,0,0,32.4,32.1,0,0,27.5,27.2,76,0,58.5,0,28.6,28.8,57.2,66.8,343.5,294.7,72.1,0,0,45.9,49.1,46.5,53,50,0,0,27.6,0,9.5,3.1,3.3,3.3,3,1.7,4.4,5.1,1.8,45.7,105.4,5.3,1.5,3,1,0,28.4,10.3,0
20230123,28485,21459,6666,31.06,259.93,202.555,0,0,0,98.4,95.1,94.4,75.9,0,0,22.6,23.4,0,23.8,23.7,24.2,0,0,32.7,32,0,0,27.1,27.1,76,0,57.4,0,28.6,28.7,57.3,65.5,268.7,279.5,105.7,0,22.3,42.1,46.4,46.8,47,0,0,0,27.6,0,9.2,6.1,6.8,3.3,3.1,1.6,4.3,3.4,1.7,47.7,79.3,5.8,1.6,4.8,3.7,0,23.3,120.5,0
20230124,27872,22717,4643,20.44,265.542,206.928,0,0,0,98.3,95.2,94.5,76.1,0,0,33,33.6,0,32.8,33.5,33.4,0,0,32.1,31.9,0,0,27.1,27.1,76,0,57.8,0,28.6,28.7,57.2,59.7,245.4,297.5,189,39.9,22.1,0,49,46.8,53.8,57.1,0,0,27.6,0,8.9,3.1,3.1,2.3,2.2,1,4.4,5.1,2.4,36.3,65,2.9,1.6,1.1,0,0,23.3,98.3,0
20230125,28316,23445,3771,16.08,275.764,214.894,0,0,0,98.3,95.2,94.5,75.9,0,0,23.2,23.8,0,28.2,28.3,28.5,0,0,31.7,31.6,0,0,26.3,26.6,76,0,57,0,28.6,28.7,57.3,54.4,250.3,291.2,222.8,85.9,22.1,43,43.1,47.5,49.5,50.7,0,46.8,27.5,0,9.1,3,2.9,2,1.9,0.7,2.4,1.6,1.1,43.5,78.8,4.9,1.6,3,3,0,14.3,50.4,0
20230126,29878,23941,5318,22.21,284.802,221.938,0,0,0,98.2,95.2,94.5,75.9,0,0,27.1,27.7,0,28.1,28.5,28.5,0,0,32.2,31.6,0,0,32.5,32.5,76,0,57.5,0,28.6,28.6,52.4,56.1,244.4,291.3,193.1,88.6,22.1,46.1,48.7,47.1,53.8,55.8,50.4,53.5,27.5,0,9.1,3.1,2.5,2,1.9,0.7,4.3,1.6,1,30.9,65.8,1,1.6,1,1.7,0,22.8,57.6,0
20230127,30086,24659,4815,19.53,290.532,226.403,0,0,0,98.2,95.3,94.5,76.1,0,0,22.7,23.7,0,23.7,23.6,24,0,0,31.7,31.8,0,0,26.7,26.9,76,0,59.9,0,27.6,28.7,57.2,92.9,336.8,276.2,200.5,73.9,22.1,46.1,49.5,47.7,53.8,57,1,53.4,27.7,0,9.4,3.2,4,2.2,2.1,0.9,4.3,2.3,1.2,30.7,49.8,2.9,1.6,3.1,3.2,0,14.4,120.1,0
20230128,30331,25494,4075,15.98,300.434,234.119,0,0,0,98.2,95.3,94.5,76.1,0,0,31,29.6,0,30.5,31.6,31.3,0,0,32.2,31,0,0,26.7,27,76,0,57.5,0,28.5,28.7,48.4,70.8,336.1,292.2,199.7,75.6,22.1,46.1,49,47.5,45.3,57.2,48.5,53,27.6,0,9.2,3.1,4,2.2,2.1,0.9,2.4,3.2,1.6,31.5,67.8,4.9,1.5,2.8,3,0,21.8,113,0
20230129,31055,25870,4211,16.28,301.624,235.047,0,0,0,98.1,95.2,94.5,76,76,0,30.3,30,0,30,31.1,31.4,0,0,32.7,31.4,0,0,26.7,26.9,76,0,57.4,0,28.6,28.8,57.3,56.2,336.4,291.2,203.6,88.3,22.1,46.1,49.4,47.4,53.9,45.3,0,53,26.9,0,9.2,3.9,5.2,2.1,2,0.8,4,3.7,1.9,34.3,80,4.9,1.5,1,2.9,0,21.6,96.4,0
20230130,35530,28151,5566,19.77,334.417,260.601,0,0,0,98.3,95.2,94.5,75.9,76,0,23,23.7,0,23.8,23.8,27.3,0,0,32.3,31.7,0,0,26.7,26.9,76,0,59.8,0,28.6,28.7,52,109.7,371.1,291.9,204.1,77.4,25.6,92,48.7,47.3,53.7,55.5,96.9,105.1,27.3,2.4,9.1,4.3,6.5,3.2,3,1.6,4.3,3.6,1.2,31.8,65.4,4.9,1.5,3,2.3,0,20.8,88.2,0.3
20230131,34149,28514,4350,15.26,346.661,270.143,0,0,0,98.2,95.2,94.5,76,75.8,0,45.4,42.1,0,41.3,42.5,42,0,0,32.8,33.2,0,0,26.5,27,76,0,60,0,28.6,28.7,57.3,109,374.8,293.1,190.3,75.3,53.8,83.9,43.1,47,53.3,49.5,98.9,94.4,52.7,0.3,9.5,3.3,4.7,3.3,3,1.7,4.2,2.6,1.4,31.4,67.6,4.9,1.5,3,4,0,20.9,3.8,0.3
